City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
272,Saint-Georges,GD,2023-08-01 17:26:57,12.0564,-61.7485,85.57,67,2,11.81
273,El Tigre,VE,2023-08-01 17:26:57,8.8875,-64.2454,89.28,47,23,8.99
274,Maniitsoq,GL,2023-08-01 17:26:57,65.4167,-52.9,42.71,87,97,0.49
275,Cuencame,MX,2023-08-01 17:26:58,24.8711,-103.6964,82.26,38,63,5.97
276,Dolores,AR,2023-08-01 17:26:58,-36.3132,-57.6792,74.37,65,0,9.86
277,Labuhan,ID,2023-08-01 17:26:58,-6.8844,112.2051,76.91,83,60,9.04
278,Outjo,NA,2023-08-01 17:26:58,-20.1167,16.15,61.93,8,0,9.26
279,Berlevag,NO,2023-08-01 17:26:59,70.8578,29.0864,57.0,93,100,3.44
280,San Quintin,MX,2023-08-01 17:26:59,30.4833,-115.95,76.73,60,36,5.59
281,Pilar,BR,2023-08-01 17:26:31,-9.5972,-35.9567,80.53,74,43,8.25
282,Liberec,CZ,2023-08-01 17:26:59,50.7671,15.0562,67.59,83,100,1.99
283,Guarapari,BR,2023-08-01 17:27:00,-20.6667,-40.4975,72.9,72,43,7.81
284,Fonte Boa,BR,2023-08-01 17:27:00,-2.4959,-66.2662,95.11,40,5,2.89
285,Jerico,CO,2023-08-01 17:27:00,5.7921,-75.786,76.78,46,43,2.24
286,Aswan,EG,2023-08-01 17:27:00,24.0934,32.907,103.3,16,0,9.22
287,Mayo,US,2023-08-01 17:27:00,38.8876,-76.5119,81.5,57,0,8.05
288,El Ocotito,MX,2023-08-01 17:27:01,17.25,-99.5667,76.05,87,100,0.67
289,Machaneng,BW,2023-08-01 17:27:01,-23.1862,27.4886,63.23,26,0,11.68
290,Chicama,PE,2023-08-01 17:27:01,-7.8447,-79.1469,73.94,60,41,9.78
